States/UTs,Crime Head,Year,Cases pending investigation from previous year,Cases reported Under 156_3 during the year,Cases reported in Police Stations during the year,Cases reported during the year,No of victims in the registered cases,No of cases withdrawn by the Govt during investigation,Cases not investigated Under 157_1_b CRPC,Cases transferred to other Police Station or Magistrate,Cases ended as final report false,Cases ended as mistake of fact or of law,Cases in ended as final report as Non Cognizable Submitted,Cases Chargesheeted Out of Cases During the Year,Cases Chargesheeted Out of Cases from Previous Year,Cases Chargesheeted,Cases Not Chargesheeted but final report Submitted,Total cases Investigated,Cases pending investigation at the end of the year,Cases pending trial from the previous year,Cases sent for trial during the year,Cases withdrawn by the Govt,Cases disposed off by Plea Bargaining,Cases for Trial during the year,Cases compounded or withdrawn,Cases in which trials were completed,Cases  convicted Out of Cases During the Year,Cases  convicted Out of Cases from Previous Year,Cases convicted,Cases Acquitted Out of Cases During the Year,Cases Acquitted Out of Cases from Previous Year,Cases Acquitted or Discharged,Cases Pending Trial at the end of the year,Persons in custody during inv stage at beginning of Year_Male,Persons in custody during inv stage at beginning of Year_Female,Persons in custody during inv stage at beginning of Year_Total,Persons on bail during inv stage at beginning of Year_Male,Persons on bail during inv stage at beginning of Year_Female,Persons on bail during inv stage at beginning of Year_Total,Persons arrested during the year_Male,Persons arrested during the year_Female,Persons arrested during the year_Total,Persons released or freed before trial for want of evidence_Male,Persons released or freed before trial for want of evidence_Fem,Persons released or freed before trial for want of evidence_Tot,Persons in custody during inv stage at year end_Male,Persons in custody during inv stage at year end_Female,Persons in custody during inv stage at year end_Total,Persons on Bail during inv stage at year end_Male,Persons on Bail during inv stage at Year end_Female,Persons on Bail during inv stage at year end_Total,Persons charge sheeted_Male,Persons charge sheeted_Female,Persons charge sheeted_Total,Persons in custody during trial stage at begin of year_Male,Persons in custody during trial stage at begin of year_Female,Persons in custody during trial stage at begin of year_Total,Persons on Bail during trial stage at begin of year_Male,Persons on Bail during trial stage at begin of year_Female,Persons on Bail during trial stage at begin of year_Total,Total number of persons under Trial_Male,Total number of persons under Trial_Female,Total number of persons under Trial_Total,Persons against whom cases were compounded by Courts_Male,Persons against whom cases were compounded by Courts_Female,Persons against whom cases were compounded by Courts_Total,Persons against whom cases were withdrawn_Male,Persons against whom cases were withdrawn_Female,Persons against whom cases were withdrawn_Total,Persons in custody during trial stage at Year end_Male,Persons in custody during trial stage at Year end_Female,Persons in custody during trial stage at Year end_Total,Persons on bail during trial stage at Year End_Male,Persons on bail during trial stage at Year End_Female,Persons on bail during trial stage at Year End_Total,Persons whose cases trials were completed during the year_Male,Persons whose cases trials were completed during the year_Female,Persons whose cases trials were completed during the year_Total,Persons convicted_Male,Persons convicted_Female,Persons convicted_Total,Persons acquitted_Male,Persons acquitted_Female,Persons acquitted_Total,Persons Discharged by Court_Male,Persons Discharged by Court_Female,Persons Discharged by Court_Total
Punjab,3.5 - Kidnapping & Abduction of Women-Other,2014,87,0,283,283,301,0,0,0,54,13,0,54,38,92,17,176,194,304,92,0,0,396,3,39,4,5,9,3,27,30,354,65,1,66,18,2,20,198,0,198,11,0,11,109,1,110,16,1,17,145,1,146,311,0,311,5,0,5,461,1,462,3,0,3,0,0,0,351,0,351,17,0,17,90,1,91,28,0,28,62,1,63,0,0,0
Punjab,4 - Dowry Deaths (Section 304-B IPC),2014,88,0,90,90,90,0,0,0,8,1,0,42,38,80,0,89,89,186,80,0,0,266,0,85,3,35,38,10,37,47,181,154,51,205,52,22,74,132,54,186,1,1,2,144,41,185,76,37,113,117,48,165,369,66,435,91,34,125,577,148,725,0,0,0,0,0,0,266,61,327,168,41,209,143,46,189,63,19,82,80,27,107,0,0,0
Punjab,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,519,0,1113,1113,1114,0,0,0,137,73,0,421,244,665,26,901,731,893,665,0,4,1554,0,339,24,77,101,62,176,238,1215,518,23,541,293,6,299,1230,39,1269,60,6,66,662,14,676,512,19,531,807,29,836,968,11,979,623,4,627,2398,44,2442,0,0,0,0,0,0,953,13,966,956,21,977,489,10,499,143,1,144,342,9,351,4,0,4
Punjab,5.1 - Sexual Harassment,2014,128,0,344,344,344,0,0,0,33,38,0,117,74,191,8,270,202,165,191,0,4,352,0,49,3,9,12,12,25,37,303,90,3,93,50,0,50,348,18,366,14,0,14,135,2,137,115,4,119,224,15,239,356,0,356,115,0,115,695,15,710,0,0,0,0,0,0,307,6,313,315,8,323,73,1,74,21,1,22,51,0,51,1,0,1
Punjab,5.2 - Assault on women with intent to Disrobe,2014,3,0,41,41,41,0,0,0,2,3,0,24,3,27,0,32,12,6,27,0,0,33,0,6,0,1,1,3,2,5,27,3,0,3,3,0,3,60,0,60,2,0,2,10,0,10,21,0,21,33,0,33,5,0,5,7,0,7,45,0,45,0,0,0,0,0,0,13,0,13,24,0,24,8,0,8,1,0,1,6,0,6,1,0,1
Punjab,5.3 - Voyeurism,2014,56,0,48,48,48,0,0,0,2,0,0,10,0,10,0,12,92,54,10,0,0,64,0,8,2,0,2,6,0,6,56,56,0,56,23,0,23,88,0,88,0,0,0,89,0,89,68,0,68,10,0,10,99,0,99,56,0,56,165,0,165,0,0,0,0,0,0,95,0,95,62,0,62,8,0,8,2,0,2,6,0,6,0,0,0
Punjab,5.4 - Stalking,2014,3,0,48,48,48,0,0,0,6,1,0,17,2,19,2,28,23,4,19,0,0,23,0,3,1,0,1,2,0,2,20,3,0,3,4,0,4,55,0,55,3,0,3,20,0,20,18,0,18,21,0,21,3,0,3,3,0,3,27,0,27,0,0,0,0,0,0,10,0,10,12,0,12,5,0,5,1,0,1,4,0,4,0,0,0
Punjab,5.5 - Others,2014,329,0,632,632,633,0,0,0,94,31,0,253,165,418,16,559,402,664,418,0,0,1082,0,273,18,67,85,39,149,188,809,366,20,386,213,6,219,679,21,700,41,6,47,408,12,420,290,15,305,519,14,533,505,11,516,442,4,446,1466,29,1495,0,0,0,0,0,0,528,7,535,543,13,556,395,9,404,118,0,118,275,9,284,2,0,2
Punjab,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,22,0,35,35,35,0,0,0,1,2,0,15,8,23,0,26,31,11,23,0,0,34,0,8,2,1,3,2,3,5,26,55,0,55,18,0,18,43,0,43,8,0,8,48,0,48,24,0,24,36,0,36,28,0,28,17,0,17,81,0,81,0,0,0,0,0,0,42,0,42,27,0,27,12,0,12,4,0,4,8,0,8,0,0,0
Punjab,6.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,6.2 - Other places related to work,2014,0,0,3,3,3,0,0,0,0,0,0,3,0,3,0,3,0,5,3,0,0,8,0,1,0,0,0,1,0,1,7,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,9,0,9,17,0,17,0,0,0,0,0,0,4,0,4,12,0,12,1,0,1,0,0,0,1,0,1,0,0,0
Punjab,6.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,6.4 - in Other Places,2014,22,0,32,32,32,0,0,0,1,2,0,12,8,20,0,23,31,6,20,0,0,26,0,7,2,1,3,1,3,4,19,55,0,55,18,0,18,40,0,40,8,0,8,48,0,48,24,0,24,33,0,33,23,0,23,8,0,8,64,0,64,0,0,0,0,0,0,38,0,38,15,0,15,11,0,11,4,0,4,7,0,7,0,0,0
Punjab,7 - Cruelty by Husband or his Relatives (Section 498A),2014,1384,0,1681,1681,1682,0,0,0,189,53,0,411,547,958,102,1302,1763,3576,958,0,9,4525,5,516,17,85,102,52,362,414,4004,1520,313,1833,648,210,858,2119,601,2720,104,13,117,1440,292,1732,1030,416,1446,1713,403,2116,3174,1245,4419,2737,562,3299,7624,2210,9834,2,0,2,0,0,0,2907,1315,4222,3718,622,4340,997,273,1270,229,48,277,737,218,955,31,7,38
Punjab,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,9 - Abetment of Suicides of Women u/s 306 IPC,2014,22,0,124,124,124,0,0,0,9,2,0,64,17,81,2,94,52,68,81,0,0,149,0,50,3,16,19,6,25,31,99,13,0,13,20,1,21,149,14,163,1,0,1,47,3,50,25,2,27,109,10,119,78,2,80,67,1,68,254,13,267,0,0,0,0,0,0,116,8,124,79,2,81,59,3,62,24,2,26,35,1,36,0,0,0
Punjab,"10 - Dowry Prohibition Act, 1961",2014,2,0,5,5,5,0,0,0,1,0,0,1,0,1,0,2,5,7,1,0,0,8,0,3,0,1,1,0,2,2,5,1,1,2,1,0,1,3,1,4,0,0,0,1,1,2,3,0,3,1,1,2,5,0,5,8,2,10,14,3,17,0,0,0,0,0,0,0,0,0,8,3,11,6,0,6,2,0,2,4,0,4,0,0,0
Punjab,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"13 - Protection of Women from Domestic Violence Act, 2005",2014,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,49,0,63,63,91,0,0,0,1,0,0,24,22,46,0,47,65,179,46,0,0,225,0,46,3,9,12,0,34,34,179,82,74,156,176,99,275,164,107,271,0,0,0,118,105,223,167,96,263,137,79,216,227,132,359,200,183,383,564,394,958,0,0,0,0,0,0,225,153,378,216,171,387,123,70,193,20,8,28,103,62,165,0,0,0
Punjab,14.1 - Under ITP Section 5,2014,20,0,33,33,39,0,0,0,0,0,0,11,14,25,0,25,28,51,25,0,0,76,0,21,3,3,6,0,15,15,55,10,2,12,78,4,82,84,38,122,0,0,0,24,0,24,74,16,90,74,28,102,90,17,107,74,70,144,238,115,353,0,0,0,0,0,0,58,29,87,114,61,175,66,25,91,10,3,13,56,22,78,0,0,0
Punjab,14.2 - Under ITP Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,14.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,14.4 - Under ITP Section 8,2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,14.5 - Other Sections under ITP Act,2014,29,0,29,29,51,0,0,0,1,0,0,13,8,21,0,22,36,128,21,0,0,149,0,25,0,6,6,0,19,19,124,72,72,144,98,95,193,80,69,149,0,0,0,94,105,199,93,80,173,63,51,114,137,115,252,126,113,239,326,279,605,0,0,0,0,0,0,167,124,291,102,110,212,57,45,102,10,5,15,47,40,87,0,0,0
Punjab,15 - Total Crimes against Women,2014,2892,0,5425,5425,5489,0,0,0,773,208,0,1905,1253,3158,239,4378,3939,6315,3158,0,15,9458,10,2115,167,470,637,421,1057,1478,7333,3311,530,3841,1662,376,2038,6015,973,6988,352,30,382,3565,530,4095,2388,653,3041,4683,666,5349,6351,1502,7853,4492,800,5292,15526,2968,18494,24,5,29,0,0,0,6248,1603,7851,6038,897,6935,3216,463,3679,963,99,1062,2217,357,2574,36,7,43
Rajasthan,1 - Rape (Section 376 IPC),2014,497,1209,2550,3759,3770,0,0,7,1585,88,3,1834,245,2079,9,3764,485,4622,2079,0,4,6697,48,957,37,325,362,59,536,595,5692,5,0,5,44,0,44,2794,54,2848,0,0,0,34,0,34,87,0,87,2722,54,2776,2080,19,2099,5268,90,5358,10070,163,10233,6,0,6,16,0,16,2304,24,2328,6342,110,6452,1402,29,1431,519,5,524,792,19,811,91,5,96
Rajasthan,1.1 - Custodial Rape,2014,0,1,2,3,3,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,1.1.1 - Custodial_Gang Rape,2014,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,1.1.2 - Custodial_Other Rape,2014,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,1.2 - Rape other than Custodial,2014,497,1208,2548,3756,3767,0,0,7,1583,88,3,1834,245,2079,9,3762,484,4622,2079,0,4,6697,48,957,37,325,362,59,536,595,5692,5,0,5,44,0,44,2794,54,2848,0,0,0,34,0,34,87,0,87,2722,54,2776,2080,19,2099,5268,90,5358,10070,163,10233,6,0,6,16,0,16,2304,24,2328,6342,110,6452,1402,29,1431,519,5,524,792,19,811,91,5,96
Rajasthan,1.2.1 - Rape_Gang Rape,2014,66,105,309,414,416,0,0,0,230,4,0,133,22,155,0,389,91,194,155,0,0,349,0,38,0,18,18,1,19,20,311,0,0,0,12,0,12,376,4,380,0,0,0,9,0,9,27,0,27,352,4,356,139,0,139,176,0,176,667,4,671,0,0,0,0,0,0,159,2,161,432,2,434,76,0,76,39,0,39,30,0,30,7,0,7
Rajasthan,1.2.2 - Rape_Others,2014,431,1103,2239,3342,3351,0,0,7,1353,84,3,1701,223,1924,9,3373,393,4428,1924,0,4,6348,48,919,37,307,344,58,517,575,5381,5,0,5,32,0,32,2418,50,2468,0,0,0,25,0,25,60,0,60,2370,50,2420,1941,19,1960,5092,90,5182,9403,159,9562,6,0,6,16,0,16,2145,22,2167,5910,108,6018,1326,29,1355,480,5,485,762,19,781,84,5,89
Rajasthan,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,25,156,217,373,373,0,0,0,154,6,4,189,16,205,0,369,29,162,205,0,0,367,0,61,1,23,24,3,34,37,306,0,0,0,4,0,4,279,10,289,0,0,0,0,0,0,8,0,8,275,10,285,61,0,61,156,0,156,492,10,502,0,0,0,0,0,0,80,0,80,338,10,348,74,0,74,29,0,29,45,0,45,0,0,0
Rajasthan,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,759,843,3578,4421,4452,0,0,4,1538,1351,27,1144,235,1379,147,4442,734,5077,1379,0,10,6446,35,676,31,212,243,29,404,433,5735,1,0,1,52,3,55,1995,76,2071,0,0,0,14,0,14,136,3,139,1898,76,1974,1353,106,1459,8147,382,8529,11398,564,11962,10,0,10,38,3,41,1035,73,1108,9070,427,9497,1245,61,1306,399,19,418,699,38,737,147,4,151
Rajasthan,3.1 - Kidnaping & Abduction Section 363 IPC,2014,157,96,961,1057,1059,0,0,1,275,422,1,282,36,318,27,1043,170,1006,318,0,3,1321,5,100,0,41,41,0,59,59,1216,0,0,0,1,0,1,433,18,451,0,0,0,0,0,0,10,0,10,424,18,442,124,3,127,1277,20,1297,1825,41,1866,3,0,3,3,0,3,50,2,52,1538,33,1571,231,6,237,85,2,87,141,4,145,5,0,5
Rajasthan,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,27,13,75,88,88,0,0,0,34,34,0,30,0,30,2,100,15,167,30,0,0,197,0,17,9,0,9,8,0,8,180,0,0,0,0,0,0,32,0,32,0,0,0,0,0,0,0,0,0,32,0,32,0,0,0,458,0,458,490,0,490,0,0,0,0,0,0,18,0,18,436,0,436,36,0,36,16,0,16,20,0,20,0,0,0
Rajasthan,3.3 - Kidnapping for Ransom Section 364A,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,341,554,1806,2360,2365,0,0,2,888,651,7,629,124,753,70,2369,330,3219,753,0,7,3965,6,399,22,125,147,19,233,252,3560,1,0,1,29,3,32,1022,41,1063,0,0,0,14,0,14,36,3,39,1002,41,1043,986,94,1080,5503,341,5844,7491,476,7967,7,0,7,6,3,9,812,68,880,5981,359,6340,685,46,731,218,13,231,434,29,463,33,4,37
Rajasthan,3.5 - Kidnapping & Abduction of Women-Other,2014,234,180,736,916,940,0,0,1,341,244,19,203,75,278,48,930,219,685,278,0,0,963,24,160,0,46,46,2,112,114,779,0,0,0,22,0,22,508,17,525,0,0,0,0,0,0,90,0,90,440,17,457,243,9,252,909,21,930,1592,47,1639,0,0,0,29,0,29,155,3,158,1115,35,1150,293,9,302,80,4,84,104,5,109,109,0,109
Rajasthan,4 - Dowry Deaths (Section 304-B IPC),2014,91,37,371,408,410,0,0,1,88,26,2,258,61,319,0,435,63,1981,319,0,4,2296,10,339,8,126,134,4,201,205,1947,3,1,4,17,5,22,437,94,531,0,0,0,6,0,6,18,5,23,433,95,528,522,74,596,2409,287,2696,3364,456,3820,2,0,2,12,1,13,407,70,477,2424,300,2724,519,85,604,212,32,244,228,51,279,79,2,81
Rajasthan,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,244,1705,4294,5999,6015,0,0,1,2152,285,45,3348,149,3497,22,6001,241,10258,3497,3,93,13659,375,1909,108,859,967,91,851,942,11375,0,0,0,10,0,10,5714,174,5888,0,0,0,0,0,0,50,0,50,5674,174,5848,1045,3,1048,14262,331,14593,20981,508,21489,391,3,394,284,8,292,1101,4,1105,15941,399,16340,3264,94,3358,1399,35,1434,1448,47,1495,417,12,429
Rajasthan,5.1 - Sexual Harassment,2014,23,246,481,727,727,0,0,0,220,34,10,436,22,458,5,727,23,579,458,0,7,1030,68,180,0,95,95,0,85,85,782,0,0,0,0,0,0,831,10,841,0,0,0,0,0,0,18,0,18,813,10,823,87,0,87,721,7,728,1621,17,1638,85,0,85,1,0,1,127,0,127,973,14,987,435,3,438,136,0,136,295,2,297,4,1,5
Rajasthan,5.2 - Assault on women with intent to Disrobe,2014,5,59,176,235,239,0,0,0,78,11,4,133,4,137,0,230,10,71,137,0,4,204,0,18,1,3,4,1,13,14,186,0,0,0,0,0,0,222,18,240,0,0,0,0,0,0,0,0,0,222,18,240,0,0,0,120,4,124,342,22,364,0,0,0,0,0,0,13,3,16,297,18,315,32,1,33,7,0,7,23,1,24,2,0,2
Rajasthan,5.3 - Voyeurism,2014,0,4,19,23,23,0,0,0,7,2,0,13,0,13,0,22,1,7,13,0,0,20,0,3,0,3,3,0,0,0,17,0,0,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,27,0,27,0,0,0,7,0,7,34,0,34,0,0,0,0,0,0,0,0,0,30,0,30,4,0,4,4,0,4,0,0,0,0,0,0
Rajasthan,5.4 - Stalking,2014,5,7,81,88,88,0,0,0,10,13,0,54,5,59,0,82,11,65,59,0,0,124,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,81,0,81,0,0,0,0,0,0,1,0,1,80,0,80,0,0,0,87,0,87,167,0,167,1,0,1,0,0,0,1,0,1,165,0,165,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,5.5 - Others,2014,211,1389,3537,4926,4938,0,0,1,1837,225,31,2712,118,2830,17,4940,196,9536,2830,3,82,12281,307,1708,107,758,865,90,753,843,10266,0,0,0,10,0,10,4553,146,4699,0,0,0,0,0,0,31,0,31,4532,146,4678,958,3,961,13327,320,13647,18817,469,19286,305,3,308,283,8,291,960,1,961,14476,367,14843,2793,90,2883,1252,35,1287,1130,44,1174,411,11,422
Rajasthan,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,0,1,17,18,18,0,0,0,2,5,0,10,0,10,1,18,0,94,10,0,0,104,0,14,0,5,5,1,8,9,90,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,13,0,13,3,0,3,115,0,115,131,0,131,0,0,0,0,0,0,0,0,0,117,0,117,14,0,14,5,0,5,9,0,9,0,0,0
Rajasthan,6.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,6.2 - Other places related to work,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,6.3 - In Public Transport system,2014,0,0,2,2,2,0,0,0,0,0,0,1,0,1,1,2,0,5,1,0,0,6,0,1,0,0,0,0,1,1,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,6,0,6,8,0,8,0,0,0,0,0,0,0,0,0,7,0,7,1,0,1,0,0,0,1,0,1,0,0,0
Rajasthan,6.4 - in Other Places,2014,0,1,15,16,16,0,0,0,2,5,0,9,0,9,0,16,0,89,9,0,0,98,0,13,0,5,5,1,7,8,85,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,12,0,12,2,0,2,109,0,109,123,0,123,0,0,0,0,0,0,0,0,0,110,0,110,13,0,13,5,0,5,8,0,8,0,0,0
Rajasthan,7 - Cruelty by Husband or his Relatives (Section 498A),2014,1239,11411,4494,15905,15956,0,0,18,5098,2106,56,8012,727,8739,5,16004,1122,30287,8739,0,355,38671,1005,4858,147,1664,1811,216,2831,3047,32808,5,1,6,112,17,129,9840,1743,11583,0,0,0,19,3,22,180,18,198,9758,1740,11498,2498,482,2980,39050,5098,44148,51306,7320,58626,1038,229,1267,783,101,884,3153,516,3669,38973,5403,44376,7359,1071,8430,2654,352,3006,4039,583,4622,666,136,802
Rajasthan,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,4,1,0,1,0,0,0
Rajasthan,9 - Abetment of Suicides of Women u/s 306 IPC,2014,13,4,139,143,143,0,0,0,30,8,0,92,4,96,2,136,20,80,96,0,0,176,0,19,3,6,9,3,7,10,157,1,0,1,1,0,1,113,11,124,0,0,0,0,0,0,4,0,4,111,11,122,7,0,7,79,8,87,197,19,216,0,0,0,0,0,0,24,2,26,151,17,168,22,0,22,11,0,11,11,0,11,0,0,0
Rajasthan,"10 - Dowry Prohibition Act, 1961",2014,3,2,10,12,12,0,0,0,6,4,0,3,0,3,0,13,2,38,3,0,0,41,0,3,0,2,2,0,1,1,38,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,75,0,75,80,0,80,0,0,0,0,0,0,0,0,0,77,0,77,3,0,3,2,0,2,1,0,1,0,0,0
Rajasthan,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,3,0,18,18,18,0,0,0,0,1,0,18,2,20,0,21,0,627,20,0,0,647,0,133,1,74,75,0,58,58,514,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,21,0,21,9,0,9,641,0,641,671,0,671,1,0,1,0,0,0,7,0,7,524,0,524,139,0,139,78,0,78,60,0,60,1,0,1
Rajasthan,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,18,0,18,0,0,0
Rajasthan,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,9,8,17,17,0,0,0,5,1,0,11,0,11,0,17,0,10,11,0,0,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,14,2,16,0,0,0,0,0,0,0,0,0,14,2,16,0,0,0,14,4,18,28,6,34,0,0,0,0,0,0,12,0,12,16,6,22,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,7,0,78,78,102,0,0,0,0,0,0,61,3,64,0,64,21,429,64,0,1,492,0,32,1,25,26,0,6,6,460,3,0,3,0,0,0,195,158,353,0,0,0,0,0,0,36,29,65,162,129,291,32,2,34,1306,253,1559,1500,384,1884,0,0,0,0,0,0,20,3,23,1393,353,1746,87,28,115,65,21,86,22,7,29,0,0,0
